pais,año,indice_quiebras_eurostat
Iceland,2023,208.0
Italy,2015,100.0
Italy,2016,91.0
Italy,2017,81.0
Italy,2018,75.8
Italy,2019,75.5
Italy,2020,51.5
Italy,2021,61.0
Italy,2022,48.6
Italy,2023,52.1
Lithuania,2015,100.0
Lithuania,2016,125.7
Lithuania,2017,139.6
Lithuania,2018,107.3
Lithuania,2019,78.1
Lithuania,2020,40.8
Lithuania,2021,38.3
Lithuania,2022,53.9
Lithuania,2023,53.5
Luxembourg,2015,100.0
Luxembourg,2016,114.1
Luxembourg,2017,96.7
Luxembourg,2018,115.7
Luxembourg,2019,125.1
Luxembourg,2020,104.2
Luxembourg,2021,117.0
Luxembourg,2022,105.9
Luxembourg,2023,106.2
Latvia,2015,100.0
Latvia,2016,88.8
Latvia,2017,71.8
Latvia,2018,73.1
Latvia,2019,70.2
Latvia,2020,45.5
Latvia,2021,30.7
Latvia,2022,37.0
Latvia,2023,29.7
Malta,2015,100.0
Malta,2016,125.0
Malta,2017,133.3
Malta,2018,58.3
Malta,2019,150.0
Malta,2020,100.0
Malta,2021,133.3
Malta,2022,100.0
Malta,2023,133.3
Netherlands,2015,100.0
Netherlands,2016,83.4
Netherlands,2017,64.7
Netherlands,2018,60.6
Netherlands,2019,63.4
Netherlands,2020,53.2
Netherlands,2021,30.2
Netherlands,2022,35.6
Netherlands,2023,54.8
Norway,2015,100.0
Norway,2016,99.8
Norway,2017,104.1
Norway,2018,116.6
Norway,2019,119.8
Norway,2020,105.7
Norway,2021,79.9
Norway,2022,90.4
Norway,2023,110.7
Poland,2015,100.0
Poland,2016,74.5
Poland,2017,69.7
Poland,2018,79.9
Poland,2019,78.5
Poland,2020,71.7
Poland,2021,51.1
Poland,2022,47.4
Poland,2023,54.9
Portugal,2015,100.0
Portugal,2016,75.7
Portugal,2017,62.1
Portugal,2018,54.3
Portugal,2019,49.7
Portugal,2020,51.1
Portugal,2021,44.8
Portugal,2022,36.7
Portugal,2023,44.2
Romania,2015,100.0
Romania,2016,45.0
Romania,2017,44.7
Romania,2018,59.8
Romania,2019,70.6
Romania,2020,66.8
Romania,2021,86.7
Romania,2022,36.9
Romania,2023,34.8
Slovenia,2015,100.0
Slovenia,2016,107.7
Slovenia,2017,117.8
Slovenia,2018,124.7
Slovenia,2019,116.3
Slovenia,2020,102.7
Slovenia,2021,92.7
Slovenia,2022,85.2
Slovenia,2023,80.1
Slovakia,2015,100.0
Slovakia,2016,78.8
Slovakia,2017,206.5
Slovakia,2018,539.7
Slovakia,2019,605.5
Slovakia,2020,406.8
Slovakia,2021,355.1
Slovakia,2022,262.5
Slovakia,2023,303.7
Austria,2019,162.4
Austria,2020,99.5
Austria,2021,100.0
Austria,2022,157.0
Austria,2023,176.5
Austria,2024,216.7
Austria,2025,226.3
Belgium,2015,150.0
Belgium,2016,141.3
Belgium,2017,154.1
Belgium,2018,152.4
Belgium,2019,162.3
Belgium,2020,110.3
Belgium,2021,100.0
Belgium,2022,142.0
Belgium,2023,157.4
Belgium,2024,170.3
Belgium,2025,179.9
Bulgaria,2015,86.2
Bulgaria,2016,88.1
Bulgaria,2017,109.2
Bulgaria,2018,101.7
Bulgaria,2019,111.4
Bulgaria,2020,93.0
Bulgaria,2021,100.0
Bulgaria,2022,113.7
Bulgaria,2023,94.2
Bulgaria,2024,96.6
Bulgaria,2025,108.2
Cyprus,2015,306.7
Cyprus,2016,180.0
Cyprus,2017,163.3
Cyprus,2018,116.7
Cyprus,2019,133.3
Cyprus,2020,110.0
Cyprus,2021,100.0
Cyprus,2022,63.3
Cyprus,2023,53.3
Cyprus,2024,63.3
Cyprus,2025,80.0
Czechia,2021,100.0
Czechia,2022,106.7
Czechia,2023,99.3
Czechia,2024,112.3
Czechia,2025,130.8
Germany,2015,165.3
Germany,2016,153.9
Germany,2017,143.8
Germany,2018,138.1
Germany,2019,134.1
Germany,2020,113.3
Germany,2021,100.0
Germany,2022,104.5
Germany,2023,127.4
Germany,2024,156.6
Germany,2025,172.5
Denmark,2015,42.4
Denmark,2016,66.5
Denmark,2017,68.7
Denmark,2018,79.5
Denmark,2019,96.8
Denmark,2020,64.5
Denmark,2021,100.0
Denmark,2022,93.9
Denmark,2023,83.2
Denmark,2024,74.2
Denmark,2025,77.6
Euro area - 19 countries  (2015-2022),2015,180.2
Euro area - 19 countries  (2015-2022),2016,161.1
Euro area - 19 countries  (2015-2022),2017,146.9
Euro area - 19 countries  (2015-2022),2018,142.9
Euro area - 19 countries  (2015-2022),2019,141.0
Euro area - 19 countries  (2015-2022),2020,103.4
Euro area - 19 countries  (2015-2022),2021,100.0
Euro area - 19 countries  (2015-2022),2022,113.1
Euro area - 19 countries  (2015-2022),2023,134.3
Euro area – 20 countries (2023-2025),2015,179.0
Euro area – 20 countries (2023-2025),2016,161.9
Euro area – 20 countries (2023-2025),2017,147.2
Euro area – 20 countries (2023-2025),2018,142.8
Euro area – 20 countries (2023-2025),2019,140.6
Euro area – 20 countries (2023-2025),2020,103.2
Euro area – 20 countries (2023-2025),2021,100.0
Euro area – 20 countries (2023-2025),2022,119.5
Euro area – 20 countries (2023-2025),2023,151.3
Euro area – 20 countries (2023-2025),2024,179.3
Euro area – 20 countries (2023-2025),2025,198.8
Euro area – 21 countries (from 2026),2015,177.4
Euro area – 21 countries (from 2026),2016,160.6
Euro area – 21 countries (from 2026),2017,146.6
Euro area – 21 countries (from 2026),2018,142.1
Euro area – 21 countries (from 2026),2019,140.1
Euro area – 21 countries (from 2026),2020,103.0
Euro area – 21 countries (from 2026),2021,100.0
Euro area – 21 countries (from 2026),2022,119.4
Euro area – 21 countries (from 2026),2023,150.4
Euro area – 21 countries (from 2026),2024,178.0
Euro area – 21 countries (from 2026),2025,197.4
Estonia,2015,136.4
Estonia,2016,146.5
Estonia,2017,131.3
Estonia,2018,122.2
Estonia,2019,141.4
Estonia,2020,144.4
Estonia,2021,100.0
Estonia,2022,91.9
Estonia,2023,139.4
Estonia,2024,154.5
Estonia,2025,145.5
Greece,2021,100.0
Greece,2022,213.5
Greece,2023,486.5
Greece,2024,526.9
Greece,2025,996.2
Spain,2015,60.7
Spain,2016,50.4
Spain,2017,50.2
Spain,2018,50.9
Spain,2019,55.2
Spain,2020,51.2
Spain,2021,100.0
Spain,2022,132.7
Spain,2023,116.7
Spain,2024,150.4
Spain,2025,149.5
European Union - 27 countries (from 2020),2015,176.9
European Union - 27 countries (from 2020),2016,154.5
European Union - 27 countries (from 2020),2017,141.3
European Union - 27 countries (from 2020),2018,139.7
European Union - 27 countries (from 2020),2019,137.9
European Union - 27 countries (from 2020),2020,104.5
European Union - 27 countries (from 2020),2021,100.0
European Union - 27 countries (from 2020),2022,115.7
European Union - 27 countries (from 2020),2023,149.9
European Union - 27 countries (from 2020),2024,169.1
European Union - 27 countries (from 2020),2025,184.4
Finland,2020,86.3
Finland,2021,100.0
Finland,2022,108.5
Finland,2023,136.2
Finland,2024,141.1
Finland,2025,156.2
France,2015,232.0
France,2016,212.5
France,2017,198.3
France,2018,197.2
France,2019,187.1
France,2020,114.0
France,2021,100.0
France,2022,151.3
France,2023,207.7
France,2024,244.8
France,2025,252.6
Croatia,2015,52.2
Croatia,2016,241.4
Croatia,2017,176.3
Croatia,2018,130.9
Croatia,2019,103.1
Croatia,2020,76.5
Croatia,2021,100.0
Croatia,2022,110.5
Croatia,2023,85.9
Croatia,2024,95.3
Croatia,2025,77.0
Hungary,2015,
Hungary,2016,
Hungary,2017,
Hungary,2018,
Hungary,2019,
Hungary,2020,
Hungary,2021,100.0
Hungary,2022,185.1
Hungary,2023,472.5
Hungary,2024,357.7
Hungary,2025,331.2
Iceland,2015,63.0
Iceland,2016,110.0
Iceland,2017,80.3
Iceland,2018,109.6
Iceland,2019,86.8
Iceland,2020,81.9
Iceland,2021,100.0
Iceland,2022,41.9
Iceland,2023,131.8
Iceland,2024,91.6
Iceland,2025,103.5
Italy,2015,163.9
Italy,2016,149.1
Italy,2017,132.8
Italy,2018,124.2
Italy,2019,123.6
Italy,2020,84.4
Italy,2021,100.0
Italy,2022,79.7
Italy,2023,85.3
Italy,2024,101.5
Italy,2025,109.4
Lithuania,2015,261.3
Lithuania,2016,328.6
Lithuania,2017,364.8
Lithuania,2018,280.5
Lithuania,2019,204.1
Lithuania,2020,106.5
Lithuania,2021,100.0
Lithuania,2022,140.9
Lithuania,2023,139.9
Lithuania,2024,147.0
Lithuania,2025,130.5
Luxembourg,2015,85.3
Luxembourg,2016,97.3
Luxembourg,2017,82.3
Luxembourg,2018,98.7
Luxembourg,2019,106.8
Luxembourg,2020,88.5
Luxembourg,2021,100.0
Luxembourg,2022,89.9
Luxembourg,2023,89.1
Luxembourg,2024,102.8
Luxembourg,2025,105.9
Latvia,2015,326.4
Latvia,2016,288.7
Latvia,2017,234.7
Latvia,2018,237.2
Latvia,2019,227.2
Latvia,2020,147.7
Latvia,2021,100.0
Latvia,2022,120.5
Latvia,2023,96.2
Latvia,2024,110.9
Latvia,2025,105.0
Montenegro,2021,100.0
Montenegro,2022,125.4
Montenegro,2023,59.0
Montenegro,2024,63.4
Montenegro,2025,
North Macedonia,2020,87.4
North Macedonia,2021,100.0
North Macedonia,2022,77.1
North Macedonia,2023,84.3
North Macedonia,2024,105.4
North Macedonia,2025,103.6
Malta,2015,72.2
Malta,2016,83.3
Malta,2017,88.9
Malta,2018,50.0
Malta,2019,105.6
Malta,2020,77.8
Malta,2021,100.0
Malta,2022,88.9
Malta,2023,161.1
Malta,2024,111.1
Malta,2025,38.9
Netherlands,2015,331.4
Netherlands,2016,276.5
Netherlands,2017,214.5
Netherlands,2018,200.7
Netherlands,2019,210.0
Netherlands,2020,176.2
Netherlands,2021,100.0
Netherlands,2022,117.9
Netherlands,2023,182.0
Netherlands,2024,237.2
Netherlands,2025,202.0
Norway,2015,125.2
Norway,2016,124.9
Norway,2017,130.3
Norway,2018,146.0
Norway,2019,150.0
Norway,2020,132.4
Norway,2021,100.0
Norway,2022,113.1
Norway,2023,138.7
Norway,2024,144.3
Norway,2025,141.6
Poland,2015,195.5
Poland,2016,145.7
Poland,2017,136.4
Poland,2018,156.4
Poland,2019,153.7
Poland,2020,140.4
Poland,2021,100.0
Poland,2022,92.8
Poland,2023,107.4
Poland,2024,104.0
Poland,2025,104.5
Portugal,2015,223.0
Portugal,2016,168.8
Portugal,2017,138.4
Portugal,2018,121.2
Portugal,2019,110.8
Portugal,2020,114.0
Portugal,2021,100.0
Portugal,2022,81.8
Portugal,2023,98.6
Portugal,2024,105.6
Portugal,2025,99.1
Romania,2015,115.3
Romania,2016,51.9
Romania,2017,51.6
Romania,2018,69.0
Romania,2019,81.4
Romania,2020,77.0
Romania,2021,100.0
Romania,2022,42.5
Romania,2023,40.1
Romania,2024,43.8
Romania,2025,48.8
Serbia,2021,
Serbia,2022,
Serbia,2023,
Serbia,2024,
Serbia,2025,
Sweden,2021,100.0
Sweden,2022,105.6
Sweden,2023,127.8
Sweden,2024,166.2
Sweden,2025,166.2
Slovenia,2015,107.8
Slovenia,2016,116.2
Slovenia,2017,127.0
Slovenia,2018,134.5
Slovenia,2019,125.4
Slovenia,2020,110.8
Slovenia,2021,100.0
Slovenia,2022,91.9
Slovenia,2023,86.4
Slovenia,2024,98.8
Slovenia,2025,105.1
Slovakia,2015,28.2
Slovakia,2016,22.2
Slovakia,2017,58.1
Slovakia,2018,152.0
Slovakia,2019,170.5
Slovakia,2020,114.6
Slovakia,2021,100.0
Slovakia,2022,73.9
Slovakia,2023,85.5
Slovakia,2024,85.6
Slovakia,2025,96.3
Ukraine,2021,100.0
Ukraine,2022,64.8
Ukraine,2023,115.3
Ukraine,2024,110.9
Ukraine,2025,112.7
Kosovo*,2021,100.0
Kosovo*,2022,106.4
Kosovo*,2023,94.3
Kosovo*,2024,96.8
Kosovo*,2025,68.2
Austria,2020,-38.7
Austria,2021,0.5
Austria,2022,57.0
Austria,2023,12.4
Austria,2024,22.8
Austria,2025,4.4
Belgium,2015,-9.4
Belgium,2016,-5.8
Belgium,2017,9.1
Belgium,2018,-1.1
Belgium,2019,6.5
Belgium,2020,-32.0
Belgium,2021,-9.3
Belgium,2022,42.0
Belgium,2023,10.8
Belgium,2024,8.2
Belgium,2025,5.6
Bulgaria,2015,3.2
Bulgaria,2016,2.2
Bulgaria,2017,24.0
Bulgaria,2018,-6.9
Bulgaria,2019,9.5
Bulgaria,2020,-16.5
Bulgaria,2021,7.5
Bulgaria,2022,13.7
Bulgaria,2023,-17.2
Bulgaria,2024,2.5
Bulgaria,2025,12.0
Cyprus,2016,-41.3
Cyprus,2017,-9.3
Cyprus,2018,-28.5
Cyprus,2019,14.2
Cyprus,2020,-17.5
Cyprus,2021,-9.1
Cyprus,2022,-36.7
Cyprus,2023,-15.8
Cyprus,2024,18.8
Cyprus,2025,26.4
Czechia,2022,6.7
Czechia,2023,-6.9
Czechia,2024,13.1
Czechia,2025,16.5
Germany,2015,-3.2
Germany,2016,-6.9
Germany,2017,-6.6
Germany,2018,-4.0
Germany,2019,-2.9
Germany,2020,-15.5
Germany,2021,-11.7
Germany,2022,4.5
Germany,2023,21.9
Germany,2024,22.9
Germany,2025,10.2
Denmark,2015,0.7
Denmark,2016,56.8
Denmark,2017,3.3
Denmark,2018,15.7
Denmark,2019,21.8
Denmark,2020,-33.4
Denmark,2021,55.0
Denmark,2022,-6.1
Denmark,2023,-11.4
Denmark,2024,-10.8
Denmark,2025,4.6
Euro area - 19 countries  (2015-2022),2015,-3.6
Euro area - 19 countries  (2015-2022),2016,-10.6
Euro area - 19 countries  (2015-2022),2017,-8.8
Euro area - 19 countries  (2015-2022),2018,-2.7
Euro area - 19 countries  (2015-2022),2019,-1.3
Euro area - 19 countries  (2015-2022),2020,-26.7
Euro area - 19 countries  (2015-2022),2021,-3.3
Euro area - 19 countries  (2015-2022),2022,13.1
Euro area - 19 countries  (2015-2022),2023,18.7
Euro area – 20 countries (2023-2025),2015,-3.6
Euro area – 20 countries (2023-2025),2016,-9.6
Euro area – 20 countries (2023-2025),2017,-9.1
Euro area – 20 countries (2023-2025),2018,-3.0
Euro area – 20 countries (2023-2025),2019,-1.5
Euro area – 20 countries (2023-2025),2020,-26.6
Euro area – 20 countries (2023-2025),2021,-3.1
Euro area – 20 countries (2023-2025),2022,19.5
Euro area – 20 countries (2023-2025),2023,26.6
Euro area – 20 countries (2023-2025),2024,18.5
Euro area – 20 countries (2023-2025),2025,10.9
Euro area – 21 countries (from 2026),2015,-3.5
Euro area – 21 countries (from 2026),2016,-9.5
Euro area – 21 countries (from 2026),2017,-8.7
Euro area – 21 countries (from 2026),2018,-3.1
Euro area – 21 countries (from 2026),2019,-1.4
Euro area – 21 countries (from 2026),2020,-26.5
Euro area – 21 countries (from 2026),2021,-2.9
Euro area – 21 countries (from 2026),2022,19.4
Euro area – 21 countries (from 2026),2023,26.0
Euro area – 21 countries (from 2026),2024,18.4
Euro area – 21 countries (from 2026),2025,10.9
Estonia,2015,-13.5
Estonia,2016,7.4
Estonia,2017,-10.4
Estonia,2018,-6.9
Estonia,2019,15.7
Estonia,2020,2.1
Estonia,2021,-30.7
Estonia,2022,-8.1
Estonia,2023,51.7
Estonia,2024,10.8
Estonia,2025,-5.8
Greece,2022,113.5
Greece,2023,127.9
Greece,2024,8.3
Greece,2025,89.1
Spain,2015,-26.7
Spain,2016,-17.0
Spain,2017,-0.4
Spain,2018,1.4
Spain,2019,8.4
Spain,2020,-7.2
Spain,2021,95.3
Spain,2022,32.7
Spain,2023,-12.1
Spain,2024,28.9
Spain,2025,-0.6
European Union - 27 countries (from 2020),2015,-8.7
European Union - 27 countries (from 2020),2016,-12.7
European Union - 27 countries (from 2020),2017,-8.5
European Union - 27 countries (from 2020),2018,-1.1
European Union - 27 countries (from 2020),2019,-1.3
European Union - 27 countries (from 2020),2020,-24.2
European Union - 27 countries (from 2020),2021,-4.3
European Union - 27 countries (from 2020),2022,15.7
European Union - 27 countries (from 2020),2023,29.6
European Union - 27 countries (from 2020),2024,12.8
European Union - 27 countries (from 2020),2025,9.0
Finland,2021,15.9
Finland,2022,8.5
Finland,2023,25.5
Finland,2024,3.6
Finland,2025,10.7
France,2015,0.6
France,2016,-8.4
France,2017,-6.7
France,2018,-0.6
France,2019,-5.1
France,2020,-39.1
France,2021,-12.3
France,2022,51.3
France,2023,37.3
France,2024,17.9
France,2025,3.2
Croatia,2016,362.5
Croatia,2017,-27.0
Croatia,2018,-25.8
Croatia,2019,-21.2
Croatia,2020,-25.8
Croatia,2021,30.7
Croatia,2022,10.5
Croatia,2023,-22.3
Croatia,2024,10.9
Croatia,2025,-19.2
Hungary,2016,
Hungary,2017,
Hungary,2018,
Hungary,2019,
Hungary,2020,
Hungary,2021,
Hungary,2022,85.1
Hungary,2023,155.3
Hungary,2024,-24.3
Hungary,2025,-7.4
Iceland,2015,-26.1
Iceland,2016,74.6
Iceland,2017,-27.0
Iceland,2018,36.5
Iceland,2019,-20.8
Iceland,2020,-5.6
Iceland,2021,22.1
Iceland,2022,-58.1
Iceland,2023,214.6
Iceland,2024,-30.5
Iceland,2025,13.0
Italy,2015,-4.9
Italy,2016,-9.0
Italy,2017,-10.9
Italy,2018,-6.5
Italy,2019,-0.5
Italy,2020,-31.7
Italy,2021,18.5
Italy,2022,-20.3
Italy,2023,7.0
Italy,2024,19.0
Italy,2025,7.8
Lithuania,2015,26.0
Lithuania,2016,25.8
Lithuania,2017,11.0
Lithuania,2018,-23.1
Lithuania,2019,-27.2
Lithuania,2020,-47.8
Lithuania,2021,-6.1
Lithuania,2022,40.9
Lithuania,2023,-0.7
Lithuania,2024,5.1
Lithuania,2025,-11.2
Luxembourg,2015,0.0
Luxembourg,2016,14.1
Luxembourg,2017,-15.4
Luxembourg,2018,19.9
Luxembourg,2019,8.2
Luxembourg,2020,-17.1
Luxembourg,2021,13.0
Luxembourg,2022,-10.1
Luxembourg,2023,-0.9
Luxembourg,2024,15.4
Luxembourg,2025,3.0
Latvia,2016,-11.6
Latvia,2017,-18.7
Latvia,2018,1.1
Latvia,2019,-4.2
Latvia,2020,-35.0
Latvia,2021,-32.3
Latvia,2022,20.5
Latvia,2023,-20.2
Latvia,2024,15.3
Latvia,2025,-5.3
Montenegro,2022,25.4
Montenegro,2023,-53.0
Montenegro,2024,7.5
Montenegro,2025,
North Macedonia,2021,14.4
North Macedonia,2022,-22.9
North Macedonia,2023,9.3
North Macedonia,2024,25.0
North Macedonia,2025,-1.7
Malta,2016,15.4
Malta,2017,6.7
Malta,2018,-43.8
Malta,2019,111.2
Malta,2020,-26.3
Malta,2021,28.5
Malta,2022,-11.1
Malta,2023,81.2
Malta,2024,-31.0
Malta,2025,-65.0
Netherlands,2015,-20.7
Netherlands,2016,-16.6
Netherlands,2017,-22.4
Netherlands,2018,-6.4
Netherlands,2019,4.6
Netherlands,2020,-16.1
Netherlands,2021,-43.2
Netherlands,2022,17.9
Netherlands,2023,54.4
Netherlands,2024,30.3
Netherlands,2025,-14.8
Norway,2016,-0.2
Norway,2017,4.3
Norway,2018,12.0
Norway,2019,2.7
Norway,2020,-11.7
Norway,2021,-24.5
Norway,2022,13.1
Norway,2023,22.6
Norway,2024,4.0
Norway,2025,-1.9
Poland,2015,-10.2
Poland,2016,-25.5
Poland,2017,-6.4
Poland,2018,14.7
Poland,2019,-1.7
Poland,2020,-8.7
Poland,2021,-28.8
Poland,2022,-7.2
Poland,2023,15.7
Poland,2024,-3.2
Poland,2025,0.5
Portugal,2015,140.0
Portugal,2016,-24.3
Portugal,2017,-18.0
Portugal,2018,-12.4
Portugal,2019,-8.6
Portugal,2020,2.9
Portugal,2021,-12.3
Portugal,2022,-18.2
Portugal,2023,20.5
Portugal,2024,7.1
Portugal,2025,-6.2
Romania,2016,-55.0
Romania,2017,-0.6
Romania,2018,33.7
Romania,2019,18.0
Romania,2020,-5.4
Romania,2021,29.9
Romania,2022,-57.5
Romania,2023,-5.6
Romania,2024,9.2
Romania,2025,11.4
Serbia,2022,
Serbia,2023,
Serbia,2024,
Serbia,2025,
Sweden,2022,5.6
Sweden,2023,21.0
Sweden,2024,30.0
Sweden,2025,0.0
Slovenia,2016,7.8
Slovenia,2017,9.3
Slovenia,2018,5.9
Slovenia,2019,-6.8
Slovenia,2020,-11.6
Slovenia,2021,-9.7
Slovenia,2022,-8.1
Slovenia,2023,-6.0
Slovenia,2024,14.4
Slovenia,2025,6.4
Slovakia,2016,-21.3
Slovakia,2017,161.7
Slovakia,2018,161.6
Slovakia,2019,12.2
Slovakia,2020,-32.8
Slovakia,2021,-12.7
Slovakia,2022,-26.1
Slovakia,2023,15.7
Slovakia,2024,0.1
Slovakia,2025,12.5
Ukraine,2022,-35.2
Ukraine,2023,77.9
Ukraine,2024,-3.8
Ukraine,2025,1.6
Kosovo*,2022,6.4
Kosovo*,2023,-11.4
Kosovo*,2024,2.7
Kosovo*,2025,-29.5
Belgium,2015,100.0
Belgium,2016,88.8
Belgium,2017,98.6
Belgium,2018,102.1
Belgium,2019,110.8
Belgium,2020,74.4
Belgium,2021,79.4
Belgium,2022,109.9
Belgium,2023,125.5
Bulgaria,2015,100.0
Bulgaria,2016,71.1
Bulgaria,2017,78.2
Bulgaria,2018,72.9
Bulgaria,2019,66.9
Bulgaria,2020,47.5
Bulgaria,2021,50.7
Bulgaria,2022,58.8
Bulgaria,2023,58.5
Cyprus,2015,100.0
Cyprus,2016,31.6
Cyprus,2017,47.4
Cyprus,2018,36.8
Cyprus,2019,63.2
Cyprus,2020,15.8
Cyprus,2021,5.3
Cyprus,2022,26.3
Cyprus,2023,31.6
Germany,2015,100.0
Germany,2016,95.4
Germany,2017,85.2
Germany,2018,86.1
Germany,2019,78.6
Germany,2020,64.6
Germany,2021,62.6
Germany,2022,69.7
Germany,2023,78.6
Denmark,2015,100.0
Denmark,2016,144.3
Denmark,2017,134.4
Denmark,2018,161.8
Denmark,2019,184.3
Denmark,2020,161.0
Denmark,2021,196.9
Denmark,2022,208.7
Denmark,2023,211.2
Euro area - 19 countries  (2015-2022),2015,100.0
Euro area - 19 countries  (2015-2022),2016,85.4
Euro area - 19 countries  (2015-2022),2017,83.1
Euro area - 19 countries  (2015-2022),2018,109.5
Euro area - 19 countries  (2015-2022),2019,111.9
Euro area - 19 countries  (2015-2022),2020,76.3
Euro area - 19 countries  (2015-2022),2021,84.4
Euro area - 19 countries  (2015-2022),2022,87.0
Euro area - 19 countries  (2015-2022),2023,97.5
Euro area – 20 countries (2023-2025),2015,100.0
Euro area – 20 countries (2023-2025),2016,87.6
Euro area – 20 countries (2023-2025),2017,84.3
Euro area – 20 countries (2023-2025),2018,110.0
Euro area – 20 countries (2023-2025),2019,112.0
Euro area – 20 countries (2023-2025),2020,76.4
Euro area – 20 countries (2023-2025),2021,84.8
Euro area – 20 countries (2023-2025),2022,87.8
Euro area – 20 countries (2023-2025),2023,98.0
Estonia,2015,100.0
Estonia,2016,129.2
Estonia,2017,100.0
Estonia,2018,91.7
Estonia,2019,108.3
Estonia,2020,87.5
Estonia,2021,70.8
Estonia,2022,66.7
Estonia,2023,129.2
Spain,2015,100.0
Spain,2016,74.5
Spain,2017,63.5
Spain,2018,63.3
Spain,2019,56.1
Spain,2020,49.6
Spain,2021,91.8
Spain,2022,140.9
Spain,2023,122.7
European Union - 27 countries (from 2020),2015,100.0
European Union - 27 countries (from 2020),2016,85.1
European Union - 27 countries (from 2020),2017,81.0
European Union - 27 countries (from 2020),2018,104.6
European Union - 27 countries (from 2020),2019,105.3
European Union - 27 countries (from 2020),2020,73.6
European Union - 27 countries (from 2020),2021,80.0
European Union - 27 countries (from 2020),2022,84.1
European Union - 27 countries (from 2020),2023,96.5
France,2015,100.0
France,2016,86.4
France,2017,76.6
France,2018,75.0
France,2019,69.9
France,2020,38.7
France,2021,38.2
France,2022,53.0
France,2023,74.0
Croatia,2015,100.0
Croatia,2016,395.2
Croatia,2017,266.4
Croatia,2018,191.4
Croatia,2019,129.9
Croatia,2020,93.4
Croatia,2021,148.1
Croatia,2022,197.1
Croatia,2023,168.5
Hungary,2015,
Hungary,2016,
Hungary,2017,
Hungary,2018,
Hungary,2019,
Hungary,2020,
Hungary,2021,73.5
Hungary,2022,149.9
Hungary,2023,353.2
Iceland,2015,100.0
Iceland,2016,152.1
Iceland,2017,120.2
Iceland,2018,147.9
Iceland,2019,128.6
Iceland,2020,145.4
Iceland,2021,134.5
Iceland,2022,73.9
Iceland,2023,252.1
Italy,2015,100.0
Italy,2016,92.4
Italy,2017,76.1
Italy,2018,73.5
Italy,2019,64.4
Italy,2020,43.7
Italy,2021,52.9
Italy,2022,42.9
Italy,2023,42.0
Lithuania,2015,100.0
Lithuania,2016,108.9
Lithuania,2017,107.7
Lithuania,2018,101.2
Lithuania,2019,82.2
Lithuania,2020,48.9
Lithuania,2021,41.8
Lithuania,2022,72.3
Lithuania,2023,66.8
Luxembourg,2015,100.0
Luxembourg,2016,109.0
Luxembourg,2017,89.3
Luxembourg,2018,95.1
Luxembourg,2019,122.1
Luxembourg,2020,90.2
Luxembourg,2021,98.4
Luxembourg,2022,96.7
Luxembourg,2023,132.8
Latvia,2015,100.0
Latvia,2016,81.1
Latvia,2017,65.4
Latvia,2018,61.4
Latvia,2019,72.4
Latvia,2020,44.1
Latvia,2021,29.1
Latvia,2022,42.5
Latvia,2023,31.5
Malta,2015,100.0
Malta,2016,100.0
Malta,2017,200.0
Malta,2018,100.0
Malta,2019,50.0
Malta,2020,50.0
Malta,2021,50.0
Malta,2022,0.0
Malta,2023,0.0
Netherlands,2015,100.0
Netherlands,2016,67.0
Netherlands,2017,58.3
Netherlands,2018,56.2
Netherlands,2019,63.1
Netherlands,2020,54.5
Netherlands,2021,39.4
Netherlands,2022,42.3
Netherlands,2023,59.6
Norway,2015,100.0
Norway,2016,102.4
Norway,2017,106.4
Norway,2018,117.0
Norway,2019,128.2
Norway,2020,105.5
Norway,2021,99.1
Norway,2022,104.7
Norway,2023,127.4
Poland,2015,100.0
Poland,2016,69.5
Poland,2017,58.9
Poland,2018,73.5
Poland,2019,59.6
Poland,2020,47.7
